Municipality,To,Commuters
Herøy,Gulen,1
Herøy,Solund,0
Herøy,Hyllestad,0
Herøy,Høyanger,0
Herøy,Vik,5
Herøy,Sogndal,0
Herøy,Aurland,1
Herøy,Lærdal,0
Herøy,Årdal,0
Herøy,Luster,1
Herøy,Askvoll,0
Herøy,Fjaler,1
Herøy,Bremanger,2
Herøy,Eid,113
Herøy,Gloppen,1
Herøy,Stryn,1
Herøy,Molde,1
Herøy,Ålesund,54
Herøy,Kristiansund,4
Herøy,Vanylven,11
Herøy,Sande,119
Herøy,Herøy,0
Herøy,Ulstein,284
Herøy,Hareid,110
Herøy,Volda,75
Herøy,Ørsta,74
Herøy,Stranda,1
Herøy,Sykkylven,0
Herøy,Sula,14
Herøy,Giske,5
Herøy,Vestnes,0
Herøy,Rauma,2
Herøy,Aukra,1
Herøy,Averøy,7
Herøy,Gjemnes,0
Herøy,Tingvoll,0
Herøy,Sunndal,0
Herøy,Surnadal,1
Herøy,Smøla,4
Herøy,Aure,0
Herøy,Bodø,3
Herøy,Bindal,0
Herøy,Sømna,0
Herøy,Brønnøy,6
Herøy,Vega,1
Herøy,Vevelstad,0
Herøy,Leirfjord,15
Herøy,Vefsn,6
Herøy,Grane,0
Herøy,Hattfjelldal,1
Herøy,Dønna,30
Herøy,Nesna,2
Herøy,Hemnes,0
Herøy,Rana,6
Herøy,Lurøy,7
Herøy,Træna,2
Herøy,Rødøy,3
Herøy,Meløy,0
Herøy,Gildeskål,2
Herøy,Beiarn,0
Herøy,Saltdal,0
Herøy,Fauske,2
Herøy,Sørfold,0
Herøy,Steigen,0
Herøy,Lødingen,0
Herøy,Tjeldsund,0
Herøy,Evenes,0
Herøy,Røst,0
Herøy,Værøy,0
Herøy,Flakstad,0
Herøy,Vestvågøy,0
Herøy,Vågan,2
Herøy,Hadsel,2
Herøy,Bø,1
Herøy,Øksnes,1
Herøy,Sortland,0
Herøy,Andøy,1
Herøy,Moskenes,0
Herøy,Tromsø,9
Herøy,Harstad,0
Herøy,Kvæfjord,0
Herøy,Ibestad,1
Herøy,Gratangen,0
Herøy,Lavangen,0
Herøy,Bardu,0
Herøy,Salangen,0
Herøy,Målselv,0
Herøy,Sørreisa,0
Herøy,Dyrøy,0
Herøy,Berg,14
Herøy,Balsfjord,1
Herøy,Karlsøy,0
Herøy,Lyngen,0
Herøy,Storfjord,0
Herøy,Kåfjord,0
Herøy,Skjervøy,0
Herøy,Nordreisa,0
Herøy,Kvænangen,0
Herøy,Vardø,0
Herøy,Vadsø,0
Herøy,Hammerfest,0
Herøy,Kautokeino,0
Herøy,Alta,1
Herøy,Loppa,0
Herøy,Hasvik,0
Herøy,Måsøy,0
Herøy,Nordkapp,0
Herøy,Porsanger,0
Herøy,Karasjok,0
Herøy,Lebesby,0
Herøy,Gamvik,0
Herøy,Berlevåg,0
Herøy,Tana,0
Herøy,Nesseby,0
Herøy,Båtsfjord,0
Herøy,Sør-varanger,0
Herøy,Trondheim,22
Herøy,Namsos,1
Herøy,Hemne,1
Herøy,Frøya,3
Herøy,Ørland,0
Herøy,Åfjord,0
Herøy,Osen,5
Herøy,Oppdal,0
Herøy,Rennebu,0
Herøy,Røros,0
Herøy,Holtålen,0
Herøy,Midtre_Gauldal,2
Herøy,Melhus,0
Herøy,Skaun,1
Herøy,Malvik,1
Herøy,Selbu,0
Herøy,Tydal,0
Herøy,Meråker,0
Herøy,Stjørdal,0
Herøy,Frosta,0
Herøy,Levanger,0
Herøy,Verdal,0
Herøy,Snåsa,1
Herøy,Lierne,0
Herøy,Røyrvik,0
Herøy,Namsskogan,1
Herøy,Grong,0
Herøy,Høylandet,0
Herøy,Overhalla,0
Herøy,Flatanger,1
Herøy,Nærøy,2
Herøy,Leka,0
Herøy,Inderøy,0
Herøy,Indre_Fosen,4
Ulstein,Halden,2
Ulstein,Moss,0
Ulstein,Sarpsborg,0
Ulstein,Fredrikstad,8
Ulstein,Hvaler,0
Ulstein,Aremark,1
Ulstein,Marker,0
Ulstein,Skiptvet,0
Ulstein,Rakkestad,0
Ulstein,Råde,0
Ulstein,Vestby,2
Ulstein,Ski,3
Ulstein,Ås,2
Ulstein,Frogn,1
Ulstein,Nesodden,1
Ulstein,Bærum,4
Ulstein,Asker,1
Ulstein,Aurskog-Høland,0
Ulstein,Rælingen,2
Ulstein,Enebakk,1
Ulstein,Lørenskog,0
Ulstein,Nittedal,1
Ulstein,Gjerdrum,0
Ulstein,Ullensaker,1
Ulstein,Eidsvoll,0
Ulstein,Nannestad,1
Ulstein,Hurdal,0
Ulstein,Oslo,24
Ulstein,Kongsvinger,1
Ulstein,Hamar,0
Ulstein,Ringsaker,0
Ulstein,Løten,0
Ulstein,Stange,1
Ulstein,Nord-odal,1
Ulstein,Sør-odal,0
Ulstein,Eidskog,0
Ulstein,Grue,0
Ulstein,Åsnes,0
Ulstein,Elverum,1
Ulstein,Trysil,0
Ulstein,Åmot,0
Ulstein,Stor-Elvdal,0
Ulstein,Rendalen,0
Ulstein,Engerdal,0
Ulstein,Tolga,0
Ulstein,Tynset,0
Ulstein,Alvdal,0
Ulstein,Folldal,0
Ulstein,Lillehammer,1
Ulstein,Gjøvik,0
Ulstein,Dovre,0
Ulstein,Lesja,0
Ulstein,Skjåk,0
Ulstein,Lom,0
Ulstein,Vågå,0
Ulstein,Nord-Fron,0
Ulstein,Sel,12
Ulstein,Sør-Fron,1
Ulstein,Ringebu,1
Ulstein,Øyer,0
Ulstein,Gausdal,1
Ulstein,Østre_Toten,0
Ulstein,Vestre_Toten,1
Ulstein,Jevnaker,0
Ulstein,Lunner,0
Ulstein,Gran,1
Ulstein,Søndre_Land,0
Ulstein,Nordre_Land,0
Ulstein,Sør-Aurdal,0
Ulstein,Etnedal,0
Ulstein,Nord-Aurdal,1
Ulstein,Vestre_Slidre,0
Ulstein,Øystre_Slidre,0
Ulstein,Vang,5
Ulstein,Drammen,0
Ulstein,Kongsberg,0
Ulstein,Ringerike,1
Ulstein,Hole,0
Ulstein,Flå,0
Ulstein,Gol,0
Ulstein,Hemsedal,0
Ulstein,Ål,172
Ulstein,Hol,1
Ulstein,Sigdal,0
Ulstein,Krødsherad,0
Ulstein,Modum,0
Ulstein,Øvre_Eiker,1
Ulstein,Lier,0
Ulstein,Flesberg,0
Ulstein,Rollag,0
Ulstein,Nore_og_Uvdal,0
Ulstein,Horten,1
Ulstein,Tønsberg,5
Ulstein,Sandefjord,1
Ulstein,Larvik,5
Ulstein,Holmestrand,0
Ulstein,Re,1330
Ulstein,Færder,5
Ulstein,Porsgrunn,0
Ulstein,Skien,2
Ulstein,Notodden,1
Ulstein,Siljan,0
Ulstein,Bamble,2
Ulstein,Kragerø,0
Ulstein,Drangedal,0
Ulstein,Nome,0
Ulstein,Tinn,0
Ulstein,Hjartdal,0
Ulstein,Seljord,0
Ulstein,Kviteseid,0
Ulstein,Nissedal,0
Ulstein,Fyresdal,0
Ulstein,Tokke,0
Ulstein,Vinje,0
Ulstein,Risør,2
Ulstein,Grimstad,2
Ulstein,Arendal,6
Ulstein,Gjerstad,0
Ulstein,Vegårshei,0
Ulstein,Tvedestrand,1
Ulstein,Froland,0
Ulstein,Lillesand,3
Ulstein,Birkenes,0
Ulstein,Åmli,0
Ulstein,Iveland,0
Ulstein,Evje_og_Hornnes,1
Ulstein,Bygland,0
Ulstein,Valle,0
Ulstein,Bykle,1
Ulstein,Kristiansand,7
Ulstein,Farsund,0
Ulstein,Flekkefjord,0
Ulstein,Vennesla,0
Ulstein,Åseral,0
Ulstein,Lindesnes,0
Ulstein,Lyngdal,2
Ulstein,Hægebostad,0
Ulstein,Kvinesdal,2
Ulstein,Sirdal,0
Ulstein,Eigersund,3
Ulstein,Sandnes,0
Ulstein,Stavanger,5
Ulstein,Haugesund,2
Ulstein,Sokndal,0
Ulstein,Lund,0
Ulstein,Bjerkreim,0
Ulstein,Hå,0
Ulstein,Klepp,0
Ulstein,Time,0
Ulstein,Gjesdal,0
Ulstein,Sola,0
Ulstein,Randaberg,0
Ulstein,Strand,4
Ulstein,Hjelmeland,0
Ulstein,Suldal,0
Ulstein,Sauda,0
Ulstein,Kvitsøy,0
Ulstein,Bokn,0
Ulstein,Tysvær,1
Ulstein,Karmøy,5
Ulstein,Utsira,0
Ulstein,Vindafjord,0
Ulstein,Bergen,33
Ulstein,Etne,0
Ulstein,Sveio,0
Ulstein,Bømlo,4
Ulstein,Stord,4
Ulstein,Fitjar,0
Ulstein,Tysnes,0
Ulstein,Kvinnherad,4
Ulstein,Ullensvang,0
Ulstein,Eidfjord,0
Ulstein,Ulvik,0
Ulstein,Voss,1
Ulstein,Kvam,1
Ulstein,Samnanger,0
Ulstein,Austevoll,2
Ulstein,Sund,210
Ulstein,Fjell,5
Ulstein,Askøy,4
Ulstein,Vaksdal,2
Ulstein,Modalen,0
Ulstein,Osterøy,0
Ulstein,Meland,3
Ulstein,Øygarden,1
Ulstein,Austrheim,0
Ulstein,Fedje,0
Ulstein,Masfjorden,0
Ulstein,Gulen,2
Ulstein,Solund,0
Ulstein,Hyllestad,2
Ulstein,Høyanger,2
Ulstein,Vik,12
Ulstein,Sogndal,0
Ulstein,Aurland,0
Ulstein,Lærdal,0
Ulstein,Årdal,0
Ulstein,Luster,0
Ulstein,Askvoll,2
Ulstein,Fjaler,1
Ulstein,Bremanger,7
Ulstein,Eid,710
Ulstein,Gloppen,1
Ulstein,Stryn,3
Ulstein,Molde,15
Ulstein,Ålesund,172
Ulstein,Kristiansund,28
Ulstein,Vanylven,59
Ulstein,Sande,108
Ulstein,Herøy,484
Ulstein,Ulstein,0
Ulstein,Hareid,706
Ulstein,Volda,144
Ulstein,Ørsta,194
Ulstein,Stranda,2
Ulstein,Sykkylven,19
Ulstein,Sula,47
Ulstein,Giske,34
Ulstein,Vestnes,17
Ulstein,Rauma,0
Ulstein,Aukra,5
Ulstein,Averøy,7
Ulstein,Gjemnes,1
Ulstein,Tingvoll,3
Ulstein,Sunndal,1
Ulstein,Surnadal,2
Ulstein,Smøla,1
Ulstein,Aure,7
Ulstein,Bodø,4
Ulstein,Bindal,2
Ulstein,Sømna,0
Ulstein,Brønnøy,7
Ulstein,Vega,0
Ulstein,Vevelstad,0
Ulstein,Leirfjord,0
Ulstein,Vefsn,0
Ulstein,Grane,1
Ulstein,Hattfjelldal,0
Ulstein,Dønna,0
Ulstein,Nesna,0
Ulstein,Hemnes,0
Ulstein,Rana,0
Ulstein,Lurøy,1
Ulstein,Træna,0
Ulstein,Rødøy,3
Ulstein,Meløy,0
Ulstein,Gildeskål,0
Ulstein,Beiarn,0
Ulstein,Saltdal,0
Ulstein,Fauske,0
Ulstein,Sørfold,2
Ulstein,Steigen,0
Ulstein,Lødingen,0
Ulstein,Tjeldsund,0
Ulstein,Evenes,0
Ulstein,Røst,1
Ulstein,Værøy,0
Ulstein,Flakstad,0
Ulstein,Vestvågøy,3
Ulstein,Vågan,1
Ulstein,Hadsel,0
Ulstein,Bø,4
Ulstein,Øksnes,3
Ulstein,Sortland,3
Ulstein,Andøy,2
Ulstein,Moskenes,0
Ulstein,Tromsø,6
Ulstein,Harstad,1
Ulstein,Kvæfjord,0
Ulstein,Ibestad,1
Ulstein,Gratangen,0
Ulstein,Lavangen,0
Ulstein,Bardu,0
Ulstein,Salangen,1
Ulstein,Målselv,0
Ulstein,Sørreisa,0
Ulstein,Dyrøy,0
Ulstein,Berg,39
Ulstein,Balsfjord,2
Ulstein,Karlsøy,0
Ulstein,Lyngen,0
Ulstein,Storfjord,0
Ulstein,Kåfjord,0
Ulstein,Skjervøy,4
Ulstein,Nordreisa,0
Ulstein,Kvænangen,0
Ulstein,Vardø,0
Ulstein,Vadsø,0
Ulstein,Hammerfest,1
Ulstein,Kautokeino,0
Ulstein,Alta,0
Ulstein,Loppa,0
Ulstein,Hasvik,0
Ulstein,Måsøy,0
Ulstein,Nordkapp,0
Ulstein,Porsanger,0
Ulstein,Karasjok,0
Ulstein,Lebesby,0
Ulstein,Gamvik,0
Ulstein,Berlevåg,0
Ulstein,Tana,0
Ulstein,Nesseby,0
Ulstein,Båtsfjord,0
Ulstein,Sør-varanger,0
Ulstein,Trondheim,15
Ulstein,Namsos,4
Ulstein,Hemne,0
Ulstein,Frøya,2
Ulstein,Ørland,3
Ulstein,Åfjord,0
Ulstein,Osen,1
Ulstein,Oppdal,0
Ulstein,Rennebu,1
Ulstein,Røros,2
Ulstein,Holtålen,0
Ulstein,Midtre_Gauldal,0
Ulstein,Melhus,0
Ulstein,Skaun,0
Ulstein,Malvik,1
Ulstein,Selbu,1
Ulstein,Tydal,0
Ulstein,Meråker,0
Ulstein,Stjørdal,4
Ulstein,Frosta,1
Ulstein,Levanger,0
Ulstein,Verdal,0
Ulstein,Snåsa,0
Ulstein,Lierne,0
Ulstein,Røyrvik,0
Ulstein,Namsskogan,0
Ulstein,Grong,0
Ulstein,Høylandet,0
Ulstein,Overhalla,0
Ulstein,Flatanger,0
Ulstein,Nærøy,1
Ulstein,Leka,0
Ulstein,Inderøy,2
Ulstein,Indre_Fosen,1
Hareid,Halden,0
Hareid,Moss,0
Hareid,Sarpsborg,2
Hareid,Fredrikstad,1
Hareid,Hvaler,0
Hareid,Aremark,0
Hareid,Marker,0
Hareid,Skiptvet,0
Hareid,Rakkestad,0
Hareid,Råde,0
Hareid,Vestby,0
Hareid,Ski,0
Hareid,Ås,1
Hareid,Frogn,0
Hareid,Nesodden,0
Hareid,Bærum,1
Hareid,Asker,0
Hareid,Aurskog-Høland,0
Hareid,Rælingen,0
Hareid,Enebakk,0
Hareid,Lørenskog,0
Hareid,Nittedal,0
Hareid,Gjerdrum,0
Hareid,Ullensaker,1
Hareid,Eidsvoll,0
Hareid,Nannestad,0
Hareid,Hurdal,0
Hareid,Oslo,4
Hareid,Kongsvinger,0
Hareid,Hamar,0
Hareid,Ringsaker,0
Hareid,Løten,0
Hareid,Stange,0
Hareid,Nord-odal,0
Hareid,Sør-odal,0
Hareid,Eidskog,0
Hareid,Grue,0
Hareid,Åsnes,0
Hareid,Elverum,0
Hareid,Trysil,0
Hareid,Åmot,0
Hareid,Stor-Elvdal,0
Hareid,Rendalen,0
Hareid,Engerdal,0
Hareid,Tolga,0
Hareid,Tynset,0
Hareid,Alvdal,0
Hareid,Folldal,0
Hareid,Lillehammer,0
Hareid,Gjøvik,0
Hareid,Dovre,0
Hareid,Lesja,0
Hareid,Skjåk,0
Hareid,Lom,0
Hareid,Vågå,0
Hareid,Nord-Fron,0
Hareid,Sel,0
Hareid,Sør-Fron,0
Hareid,Ringebu,0
Hareid,Øyer,0
Hareid,Gausdal,0
Hareid,Østre_Toten,0
Hareid,Vestre_Toten,0
Hareid,Jevnaker,0
Hareid,Lunner,0
Hareid,Gran,0
Hareid,Søndre_Land,0
Hareid,Nordre_Land,0
Hareid,Sør-Aurdal,0
Hareid,Etnedal,0
Hareid,Nord-Aurdal,0
Hareid,Vestre_Slidre,0
Hareid,Øystre_Slidre,0
Hareid,Vang,0
Hareid,Drammen,0
Hareid,Kongsberg,0
Hareid,Ringerike,0
Hareid,Hole,0
Hareid,Flå,0
Hareid,Gol,0
Hareid,Hemsedal,0
Hareid,Ål,64
Hareid,Hol,0
Hareid,Sigdal,0
Hareid,Krødsherad,0
Hareid,Modum,0
Hareid,Øvre_Eiker,0
Hareid,Lier,0
Hareid,Flesberg,0
Hareid,Rollag,0
Hareid,Nore_og_Uvdal,0
Hareid,Horten,0
Hareid,Tønsberg,0
Hareid,Sandefjord,0
Hareid,Larvik,1
Hareid,Holmestrand,0
Hareid,Re,0
Hareid,Færder,0
Hareid,Porsgrunn,0
Hareid,Skien,0
Hareid,Notodden,0
Hareid,Siljan,0
Hareid,Bamble,0
Hareid,Kragerø,0
Hareid,Drangedal,0
Hareid,Nome,0
Hareid,Tinn,0
Hareid,Hjartdal,0
Hareid,Seljord,0
Hareid,Kviteseid,0
Hareid,Nissedal,0
Hareid,Fyresdal,0
Hareid,Tokke,0
Hareid,Vinje,0
Hareid,Risør,0
Hareid,Grimstad,0
Hareid,Arendal,0
Hareid,Gjerstad,0
Hareid,Vegårshei,0
Hareid,Tvedestrand,0
Hareid,Froland,0
Hareid,Lillesand,0
Hareid,Birkenes,0
Hareid,Åmli,0
Hareid,Iveland,0
Hareid,Evje_og_Hornnes,0
Hareid,Bygland,0
Hareid,Valle,0
Hareid,Bykle,0
Hareid,Kristiansand,0
Hareid,Farsund,0
Hareid,Flekkefjord,0
Hareid,Vennesla,0
Hareid,Åseral,0
Hareid,Lindesnes,0
Hareid,Lyngdal,0
Hareid,Hægebostad,0
Hareid,Kvinesdal,0
Hareid,Sirdal,0
Hareid,Eigersund,0
Hareid,Sandnes,0
Hareid,Stavanger,0
Hareid,Haugesund,0
Hareid,Sokndal,0
Hareid,Lund,0
Hareid,Bjerkreim,0
Hareid,Hå,0
Hareid,Klepp,0
Hareid,Time,0
Hareid,Gjesdal,0
Hareid,Sola,0
Hareid,Randaberg,0
Hareid,Strand,1
Hareid,Hjelmeland,0
Hareid,Suldal,0
Hareid,Sauda,0
Hareid,Kvitsøy,0
Hareid,Bokn,0
Hareid,Tysvær,0
Hareid,Karmøy,0
Hareid,Utsira,0
Hareid,Vindafjord,0
Hareid,Bergen,4
Hareid,Etne,0
Hareid,Sveio,0
Hareid,Bømlo,0
Hareid,Stord,0
Hareid,Fitjar,1
Hareid,Tysnes,0
Hareid,Kvinnherad,0
Hareid,Ullensvang,0
Hareid,Eidfjord,0
Hareid,Ulvik,0
Hareid,Voss,0
Hareid,Kvam,0
Hareid,Samnanger,0
Hareid,Austevoll,0
Hareid,Sund,64
Hareid,Fjell,0
Hareid,Askøy,1
Hareid,Vaksdal,0
Hareid,Modalen,0
Hareid,Osterøy,0
Hareid,Meland,0
Hareid,Øygarden,0
Hareid,Austrheim,0
Hareid,Fedje,0
Hareid,Masfjorden,0
Hareid,Gulen,0
Hareid,Solund,0
Hareid,Hyllestad,0
Hareid,Høyanger,0
Hareid,Vik,1
Hareid,Sogndal,1
Hareid,Aurland,0
Hareid,Lærdal,0
Hareid,Årdal,0
Hareid,Luster,0
Hareid,Askvoll,0
Hareid,Fjaler,0
Hareid,Bremanger,0
Hareid,Eid,0
Hareid,Gloppen,0
Hareid,Stryn,1
Hareid,Molde,0
Hareid,Ålesund,64
Hareid,Kristiansund,0
Hareid,Vanylven,4
Hareid,Sande,30
Hareid,Herøy,85
Hareid,Ulstein,402
Hareid,Hareid,0
Hareid,Volda,19
Hareid,Ørsta,24
Hareid,Stranda,1
Hareid,Sykkylven,3
Hareid,Sula,24
Hareid,Giske,6
Hareid,Vestnes,1
Hareid,Rauma,0
Hareid,Aukra,0
Hareid,Averøy,0
Hareid,Gjemnes,0
Hareid,Tingvoll,0
Hareid,Sunndal,0
Hareid,Surnadal,0
Hareid,Smøla,0
Hareid,Aure,0
Hareid,Bodø,1
Hareid,Bindal,0
Hareid,Sømna,0
Hareid,Brønnøy,0
Hareid,Vega,0
Hareid,Vevelstad,0
Hareid,Leirfjord,0
Hareid,Vefsn,0
Hareid,Grane,0
Hareid,Hattfjelldal,0
Hareid,Dønna,0
Hareid,Nesna,0
Hareid,Hemnes,1
Hareid,Rana,0
Hareid,Lurøy,0
Hareid,Træna,0
Hareid,Rødøy,0
Hareid,Meløy,0
Hareid,Gildeskål,0
Hareid,Beiarn,0
Hareid,Saltdal,0
Hareid,Fauske,0
Hareid,Sørfold,0
Hareid,Steigen,0
Hareid,Lødingen,0
Hareid,Tjeldsund,0
Hareid,Evenes,0
Hareid,Røst,0
Hareid,Værøy,0
Hareid,Flakstad,0
Hareid,Vestvågøy,0
Hareid,Vågan,0
Hareid,Hadsel,0
Hareid,Bø,0
Hareid,Øksnes,0
Hareid,Sortland,0
Hareid,Andøy,0
Hareid,Moskenes,0
Hareid,Tromsø,0
Hareid,Harstad,0
Hareid,Kvæfjord,0
Hareid,Ibestad,0
Hareid,Gratangen,0
Hareid,Lavangen,0
Hareid,Bardu,0
Hareid,Salangen,0
Hareid,Målselv,0
Hareid,Sørreisa,0
Hareid,Dyrøy,0
Hareid,Berg,4
Hareid,Balsfjord,0
Hareid,Karlsøy,0
Hareid,Lyngen,0
Hareid,Storfjord,0
Hareid,Kåfjord,0
Hareid,Skjervøy,0
Hareid,Nordreisa,0
Hareid,Kvænangen,0
Hareid,Vardø,0
Hareid,Vadsø,0
Hareid,Hammerfest,0
Hareid,Kautokeino,0
Hareid,Alta,0
Hareid,Loppa,0
Hareid,Hasvik,0
Hareid,Måsøy,0
Hareid,Nordkapp,0
Hareid,Porsanger,0
Hareid,Karasjok,0
Hareid,Lebesby,0
Hareid,Gamvik,0
Hareid,Berlevåg,0
Hareid,Tana,0
Hareid,Nesseby,0
Hareid,Båtsfjord,0
Hareid,Sør-varanger,0
Hareid,Trondheim,1
Hareid,Namsos,0
Hareid,Hemne,1
Hareid,Frøya,0
Hareid,Ørland,0
Hareid,Åfjord,0
Hareid,Osen,0
Hareid,Oppdal,0
Hareid,Rennebu,0
Hareid,Røros,0
Hareid,Holtålen,0
Hareid,Midtre_Gauldal,0
Hareid,Melhus,0
Hareid,Skaun,0
Hareid,Malvik,0
Hareid,Selbu,0
Hareid,Tydal,0
Hareid,Meråker,0
Hareid,Stjørdal,0
Hareid,Frosta,0
Hareid,Levanger,0
Hareid,Verdal,0
Hareid,Snåsa,0
Hareid,Lierne,0
Hareid,Røyrvik,0
Hareid,Namsskogan,0
Hareid,Grong,0
Hareid,Høylandet,0
Hareid,Overhalla,0
Hareid,Flatanger,0
Hareid,Nærøy,0
Hareid,Leka,0
Hareid,Inderøy,0
Hareid,Indre_Fosen,0
Volda,Halden,4
Volda,Moss,1
Volda,Sarpsborg,2
Volda,Fredrikstad,2
Volda,Hvaler,0
Volda,Aremark,0
Volda,Marker,0
Volda,Skiptvet,0
Volda,Rakkestad,0
Volda,Råde,0
Volda,Vestby,1
Volda,Ski,4
Volda,Ås,2
Volda,Frogn,0
Volda,Nesodden,0
Volda,Bærum,1
Volda,Asker,1
Volda,Aurskog-Høland,2
Volda,Rælingen,2
Volda,Enebakk,0
Volda,Lørenskog,3
Volda,Nittedal,1
Volda,Gjerdrum,0
Volda,Ullensaker,0
Volda,Eidsvoll,0
Volda,Nannestad,0
Volda,Hurdal,0
Volda,Oslo,18
Volda,Kongsvinger,0
Volda,Hamar,2
Volda,Ringsaker,1
Volda,Løten,0
Volda,Stange,0
Volda,Nord-odal,0
Volda,Sør-odal,0
Volda,Eidskog,0
Volda,Grue,0
Volda,Åsnes,0
Volda,Elverum,0
Volda,Trysil,0
Volda,Åmot,0
Volda,Stor-Elvdal,0
Volda,Rendalen,0
Volda,Engerdal,0
Volda,Tolga,0
Volda,Tynset,0
Volda,Alvdal,0
Volda,Folldal,0
Volda,Lillehammer,1
Volda,Gjøvik,0
Volda,Dovre,1
Volda,Lesja,1
Volda,Skjåk,2
Volda,Lom,0
Volda,Vågå,1
Volda,Nord-Fron,0
Volda,Sel,4
Volda,Sør-Fron,0
Volda,Ringebu,0
Volda,Øyer,0
Volda,Gausdal,0
Volda,Østre_Toten,1
Volda,Vestre_Toten,0
Volda,Jevnaker,0
Volda,Lunner,0
Volda,Gran,0
Volda,Søndre_Land,0
Volda,Nordre_Land,0
Volda,Sør-Aurdal,1
Volda,Etnedal,0
Volda,Nord-Aurdal,0
Volda,Vestre_Slidre,0
Volda,Øystre_Slidre,0
Volda,Vang,3
Volda,Drammen,0
Volda,Kongsberg,0
Volda,Ringerike,2
Volda,Hole,0
Volda,Flå,0
Volda,Gol,0
Volda,Hemsedal,0
Volda,Ål,51
Volda,Hol,0
Volda,Sigdal,0
Volda,Krødsherad,0
Volda,Modum,0
Volda,Øvre_Eiker,0
Volda,Lier,2
Volda,Flesberg,0
Volda,Rollag,0
Volda,Nore_og_Uvdal,0
Volda,Horten,0
Volda,Tønsberg,0
Volda,Sandefjord,1
Volda,Larvik,2
Volda,Holmestrand,0
Volda,Re,171
Volda,Færder,1
Volda,Porsgrunn,0
Volda,Skien,2
Volda,Notodden,0
Volda,Siljan,0
Volda,Bamble,0
Volda,Kragerø,4
Volda,Drangedal,0
Volda,Nome,0
Volda,Tinn,0
Volda,Hjartdal,0
Volda,Seljord,0
Volda,Kviteseid,0
Volda,Nissedal,0
Volda,Fyresdal,0
Volda,Tokke,0
Volda,Vinje,0
Volda,Risør,1
Volda,Grimstad,0
Volda,Arendal,2
Volda,Gjerstad,0
Volda,Vegårshei,0
Volda,Tvedestrand,0
Volda,Froland,0
Volda,Lillesand,0
Volda,Birkenes,0
Volda,Åmli,0
Volda,Iveland,0
Volda,Evje_og_Hornnes,0
Volda,Bygland,0
Volda,Valle,0
Volda,Bykle,0
Volda,Kristiansand,1
Volda,Farsund,0
Volda,Flekkefjord,0
Volda,Vennesla,0
Volda,Åseral,0
Volda,Lindesnes,0
Volda,Lyngdal,1
Volda,Hægebostad,0
Volda,Kvinesdal,0
Volda,Sirdal,0
Volda,Eigersund,0
Volda,Sandnes,4
Volda,Stavanger,3
Volda,Haugesund,5
Volda,Sokndal,1
Volda,Lund,0
Volda,Bjerkreim,0
Volda,Hå,0
Volda,Klepp,0
Volda,Time,2
Volda,Gjesdal,0
Volda,Sola,0
Volda,Randaberg,0
Volda,Strand,8
Volda,Hjelmeland,0
Volda,Suldal,0
Volda,Sauda,1
Volda,Kvitsøy,0
Volda,Bokn,0
Volda,Tysvær,2
Volda,Karmøy,3
Volda,Utsira,0
Volda,Vindafjord,0
Volda,Bergen,21
Volda,Etne,0
Volda,Sveio,0
Volda,Bømlo,0
Volda,Stord,2
Volda,Fitjar,0
Volda,Tysnes,0
Volda,Kvinnherad,1
Volda,Ullensvang,0
Volda,Eidfjord,0
Volda,Ulvik,1
Volda,Voss,1
Volda,Kvam,1
Volda,Samnanger,1
Volda,Austevoll,0
Volda,Sund,64
Volda,Fjell,2
Volda,Askøy,2
Volda,Vaksdal,0
Volda,Modalen,0
Volda,Osterøy,0
Volda,Meland,0
Volda,Øygarden,0
Volda,Austrheim,1
Volda,Fedje,0
Volda,Masfjorden,0
Volda,Gulen,0
Volda,Solund,0
Volda,Hyllestad,2
Volda,Høyanger,1
Volda,Vik,5
Volda,Sogndal,2
Volda,Aurland,0
Volda,Lærdal,0
Volda,Årdal,1
Volda,Luster,2
Volda,Askvoll,2
Volda,Fjaler,1
Volda,Bremanger,2
Volda,Eid,86
Volda,Gloppen,7
Volda,Stryn,28
Volda,Molde,11
Volda,Ålesund,51
Volda,Kristiansund,6
Volda,Vanylven,22
Volda,Sande,31
Volda,Herøy,63
Volda,Ulstein,132
Volda,Hareid,62
Volda,Volda,0
Volda,Ørsta,1145
Volda,Stranda,7
Volda,Sykkylven,9
Volda,Sula,9
Volda,Giske,6
Volda,Vestnes,2
Volda,Rauma,3
Volda,Aukra,1
Volda,Averøy,0
Volda,Gjemnes,0
Volda,Tingvoll,0
Volda,Sunndal,0
Volda,Surnadal,0
Volda,Smøla,1
Volda,Aure,2
Volda,Bodø,1
Volda,Bindal,0
Volda,Sømna,0
Volda,Brønnøy,0
Volda,Vega,0
Volda,Vevelstad,0
Volda,Leirfjord,0
Volda,Vefsn,0
Volda,Grane,0
Volda,Hattfjelldal,0
Volda,Dønna,0
Volda,Nesna,0
Volda,Hemnes,0
Volda,Rana,1
Volda,Lurøy,0
Volda,Træna,0
Volda,Rødøy,0
Volda,Meløy,1
Volda,Gildeskål,0
Volda,Beiarn,0
Volda,Saltdal,1
Volda,Fauske,0
Volda,Sørfold,0
Volda,Steigen,1
Volda,Lødingen,0
Volda,Tjeldsund,0
Volda,Evenes,0
Volda,Røst,0
Volda,Værøy,0
Volda,Flakstad,0
Volda,Vestvågøy,0
Volda,Vågan,0
