Municipality,To,Commuters
Volda,Hadsel,0
Volda,Bø,0
Volda,Øksnes,0
Volda,Sortland,1
Volda,Andøy,0
Volda,Moskenes,0
Volda,Tromsø,2
Volda,Harstad,2
Volda,Kvæfjord,0
Volda,Ibestad,0
Volda,Gratangen,0
Volda,Lavangen,0
Volda,Bardu,0
Volda,Salangen,0
Volda,Målselv,0
Volda,Sørreisa,0
Volda,Dyrøy,0
Volda,Berg,21
Volda,Balsfjord,0
Volda,Karlsøy,0
Volda,Lyngen,0
Volda,Storfjord,0
Volda,Kåfjord,1
Volda,Skjervøy,0
Volda,Nordreisa,0
Volda,Kvænangen,0
Volda,Vardø,0
Volda,Vadsø,0
Volda,Hammerfest,0
Volda,Kautokeino,0
Volda,Alta,0
Volda,Loppa,0
Volda,Hasvik,0
Volda,Måsøy,0
Volda,Nordkapp,0
Volda,Porsanger,0
Volda,Karasjok,0
Volda,Lebesby,0
Volda,Gamvik,0
Volda,Berlevåg,0
Volda,Tana,0
Volda,Nesseby,0
Volda,Båtsfjord,0
Volda,Sør-varanger,0
Volda,Trondheim,3
Volda,Namsos,1
Volda,Hemne,0
Volda,Frøya,0
Volda,Ørland,1
Volda,Åfjord,1
Volda,Osen,0
Volda,Oppdal,0
Volda,Rennebu,0
Volda,Røros,0
Volda,Holtålen,0
Volda,Midtre_Gauldal,0
Volda,Melhus,0
Volda,Skaun,1
Volda,Malvik,1
Volda,Selbu,0
Volda,Tydal,0
Volda,Meråker,0
Volda,Stjørdal,0
Volda,Frosta,0
Volda,Levanger,0
Volda,Verdal,0
Volda,Snåsa,0
Volda,Lierne,0
Volda,Røyrvik,0
Volda,Namsskogan,0
Volda,Grong,0
Volda,Høylandet,0
Volda,Overhalla,1
Volda,Flatanger,1
Volda,Nærøy,0
Volda,Leka,0
Volda,Inderøy,0
Volda,Indre_Fosen,0
Ørsta,Halden,0
Ørsta,Moss,1
Ørsta,Sarpsborg,0
Ørsta,Fredrikstad,2
Ørsta,Hvaler,0
Ørsta,Aremark,0
Ørsta,Marker,0
Ørsta,Skiptvet,0
Ørsta,Rakkestad,0
Ørsta,Råde,0
Ørsta,Vestby,0
Ørsta,Ski,1
Ørsta,Ås,1
Ørsta,Frogn,4
Ørsta,Nesodden,0
Ørsta,Bærum,3
Ørsta,Asker,0
Ørsta,Aurskog-Høland,0
Ørsta,Rælingen,0
Ørsta,Enebakk,0
Ørsta,Lørenskog,1
Ørsta,Nittedal,0
Ørsta,Gjerdrum,0
Ørsta,Ullensaker,0
Ørsta,Eidsvoll,0
Ørsta,Nannestad,1
Ørsta,Hurdal,0
Ørsta,Oslo,9
Ørsta,Kongsvinger,0
Ørsta,Hamar,0
Ørsta,Ringsaker,0
Ørsta,Løten,0
Ørsta,Stange,0
Ørsta,Nord-odal,1
Ørsta,Sør-odal,0
Ørsta,Eidskog,0
Ørsta,Grue,0
Ørsta,Åsnes,0
Ørsta,Elverum,0
Ørsta,Trysil,0
Ørsta,Åmot,0
Ørsta,Stor-Elvdal,0
Ørsta,Rendalen,0
Ørsta,Engerdal,0
Ørsta,Tolga,0
Ørsta,Tynset,0
Ørsta,Alvdal,0
Ørsta,Folldal,0
Ørsta,Lillehammer,0
Ørsta,Gjøvik,0
Ørsta,Dovre,1
Ørsta,Lesja,0
Ørsta,Skjåk,2
Ørsta,Lom,0
Ørsta,Vågå,2
Ørsta,Nord-Fron,1
Ørsta,Sel,2
Ørsta,Sør-Fron,0
Ørsta,Ringebu,0
Ørsta,Øyer,0
Ørsta,Gausdal,0
Ørsta,Østre_Toten,0
Ørsta,Vestre_Toten,0
Ørsta,Jevnaker,0
Ørsta,Lunner,1
Ørsta,Gran,0
Ørsta,Søndre_Land,0
Ørsta,Nordre_Land,0
Ørsta,Sør-Aurdal,0
Ørsta,Etnedal,0
Ørsta,Nord-Aurdal,1
Ørsta,Vestre_Slidre,0
Ørsta,Øystre_Slidre,0
Ørsta,Vang,3
Ørsta,Drammen,0
Ørsta,Kongsberg,0
Ørsta,Ringerike,0
Ørsta,Hole,1
Ørsta,Flå,0
Ørsta,Gol,0
Ørsta,Hemsedal,0
Ørsta,Ål,51
Ørsta,Hol,1
Ørsta,Sigdal,0
Ørsta,Krødsherad,0
Ørsta,Modum,0
Ørsta,Øvre_Eiker,0
Ørsta,Lier,0
Ørsta,Flesberg,0
Ørsta,Rollag,0
Ørsta,Nore_og_Uvdal,0
Ørsta,Horten,0
Ørsta,Tønsberg,0
Ørsta,Sandefjord,1
Ørsta,Larvik,0
Ørsta,Holmestrand,0
Ørsta,Re,92
Ørsta,Færder,3
Ørsta,Porsgrunn,0
Ørsta,Skien,1
Ørsta,Notodden,0
Ørsta,Siljan,0
Ørsta,Bamble,0
Ørsta,Kragerø,0
Ørsta,Drangedal,0
Ørsta,Nome,0
Ørsta,Tinn,1
Ørsta,Hjartdal,0
Ørsta,Seljord,0
Ørsta,Kviteseid,0
Ørsta,Nissedal,0
Ørsta,Fyresdal,0
Ørsta,Tokke,0
Ørsta,Vinje,0
Ørsta,Risør,0
Ørsta,Grimstad,0
Ørsta,Arendal,0
Ørsta,Gjerstad,0
Ørsta,Vegårshei,0
Ørsta,Tvedestrand,0
Ørsta,Froland,0
Ørsta,Lillesand,0
Ørsta,Birkenes,0
Ørsta,Åmli,0
Ørsta,Iveland,0
Ørsta,Evje_og_Hornnes,0
Ørsta,Bygland,0
Ørsta,Valle,0
Ørsta,Bykle,0
Ørsta,Kristiansand,2
Ørsta,Farsund,0
Ørsta,Flekkefjord,0
Ørsta,Vennesla,0
Ørsta,Åseral,0
Ørsta,Lindesnes,0
Ørsta,Lyngdal,0
Ørsta,Hægebostad,0
Ørsta,Kvinesdal,0
Ørsta,Sirdal,0
Ørsta,Eigersund,0
Ørsta,Sandnes,2
Ørsta,Stavanger,2
Ørsta,Haugesund,0
Ørsta,Sokndal,0
Ørsta,Lund,0
Ørsta,Bjerkreim,0
Ørsta,Hå,0
Ørsta,Klepp,1
Ørsta,Time,0
Ørsta,Gjesdal,0
Ørsta,Sola,1
Ørsta,Randaberg,0
Ørsta,Strand,5
Ørsta,Hjelmeland,0
Ørsta,Suldal,0
Ørsta,Sauda,0
Ørsta,Kvitsøy,0
Ørsta,Bokn,0
Ørsta,Tysvær,0
Ørsta,Karmøy,0
Ørsta,Utsira,0
Ørsta,Vindafjord,0
Ørsta,Bergen,4
Ørsta,Etne,0
Ørsta,Sveio,0
Ørsta,Bømlo,0
Ørsta,Stord,1
Ørsta,Fitjar,0
Ørsta,Tysnes,0
Ørsta,Kvinnherad,0
Ørsta,Ullensvang,1
Ørsta,Eidfjord,0
Ørsta,Ulvik,1
Ørsta,Voss,1
Ørsta,Kvam,1
Ørsta,Samnanger,1
Ørsta,Austevoll,0
Ørsta,Sund,52
Ørsta,Fjell,0
Ørsta,Askøy,0
Ørsta,Vaksdal,0
Ørsta,Modalen,0
Ørsta,Osterøy,0
Ørsta,Meland,0
Ørsta,Øygarden,0
Ørsta,Austrheim,0
Ørsta,Fedje,0
Ørsta,Masfjorden,0
Ørsta,Gulen,0
Ørsta,Solund,0
Ørsta,Hyllestad,1
Ørsta,Høyanger,0
Ørsta,Vik,2
Ørsta,Sogndal,4
Ørsta,Aurland,0
Ørsta,Lærdal,0
Ørsta,Årdal,0
Ørsta,Luster,0
Ørsta,Askvoll,0
Ørsta,Fjaler,0
Ørsta,Bremanger,1
Ørsta,Eid,39
Ørsta,Gloppen,4
Ørsta,Stryn,13
Ørsta,Molde,3
Ørsta,Ålesund,51
Ørsta,Kristiansund,0
Ørsta,Vanylven,23
Ørsta,Sande,14
Ørsta,Herøy,48
Ørsta,Ulstein,87
Ørsta,Hareid,25
Ørsta,Volda,741
Ørsta,Ørsta,0
Ørsta,Stranda,5
Ørsta,Sykkylven,5
Ørsta,Sula,15
Ørsta,Giske,5
Ørsta,Vestnes,3
Ørsta,Rauma,1
Ørsta,Aukra,1
Ørsta,Averøy,3
Ørsta,Gjemnes,0
Ørsta,Tingvoll,0
Ørsta,Sunndal,0
Ørsta,Surnadal,0
Ørsta,Smøla,0
Ørsta,Aure,1
Ørsta,Bodø,1
Ørsta,Bindal,0
Ørsta,Sømna,0
Ørsta,Brønnøy,0
Ørsta,Vega,0
Ørsta,Vevelstad,0
Ørsta,Leirfjord,1
Ørsta,Vefsn,0
Ørsta,Grane,0
Ørsta,Hattfjelldal,0
Ørsta,Dønna,0
Ørsta,Nesna,0
Ørsta,Hemnes,0
Ørsta,Rana,1
Ørsta,Lurøy,0
Ørsta,Træna,0
Ørsta,Rødøy,0
Ørsta,Meløy,0
Ørsta,Gildeskål,0
Ørsta,Beiarn,0
Ørsta,Saltdal,0
Ørsta,Fauske,0
Ørsta,Sørfold,0
Ørsta,Steigen,0
Ørsta,Lødingen,0
Ørsta,Tjeldsund,0
Ørsta,Evenes,0
Ørsta,Røst,0
Ørsta,Værøy,0
Ørsta,Flakstad,0
Ørsta,Vestvågøy,0
Ørsta,Vågan,0
Ørsta,Hadsel,1
Ørsta,Bø,0
Ørsta,Øksnes,0
Ørsta,Sortland,0
Ørsta,Andøy,1
Ørsta,Moskenes,0
Ørsta,Tromsø,0
Ørsta,Harstad,2
Ørsta,Kvæfjord,0
Ørsta,Ibestad,0
Ørsta,Gratangen,0
Ørsta,Lavangen,0
Ørsta,Bardu,0
Ørsta,Salangen,0
Ørsta,Målselv,0
Ørsta,Sørreisa,0
Ørsta,Dyrøy,0
Ørsta,Berg,4
Ørsta,Balsfjord,0
Ørsta,Karlsøy,0
Ørsta,Lyngen,0
Ørsta,Storfjord,0
Ørsta,Kåfjord,0
Ørsta,Skjervøy,0
Ørsta,Nordreisa,0
Ørsta,Kvænangen,0
Ørsta,Vardø,0
Ørsta,Vadsø,0
Ørsta,Hammerfest,0
Ørsta,Kautokeino,0
Ørsta,Alta,0
Ørsta,Loppa,0
Ørsta,Hasvik,0
Ørsta,Måsøy,0
Ørsta,Nordkapp,0
Ørsta,Porsanger,0
Ørsta,Karasjok,0
Ørsta,Lebesby,0
Ørsta,Gamvik,0
Ørsta,Berlevåg,0
Ørsta,Tana,0
Ørsta,Nesseby,0
Ørsta,Båtsfjord,0
Ørsta,Sør-varanger,0
Ørsta,Trondheim,3
Ørsta,Namsos,0
Ørsta,Hemne,0
Ørsta,Frøya,0
Ørsta,Ørland,0
Ørsta,Åfjord,0
Ørsta,Osen,0
Ørsta,Oppdal,2
Ørsta,Rennebu,0
Ørsta,Røros,0
Ørsta,Holtålen,0
Ørsta,Midtre_Gauldal,0
Ørsta,Melhus,1
Ørsta,Skaun,0
Ørsta,Malvik,1
Ørsta,Selbu,0
Ørsta,Tydal,0
Ørsta,Meråker,0
Ørsta,Stjørdal,0
Ørsta,Frosta,0
Ørsta,Levanger,0
Ørsta,Verdal,0
Ørsta,Snåsa,0
Ørsta,Lierne,0
Ørsta,Røyrvik,0
Ørsta,Namsskogan,0
Ørsta,Grong,0
Ørsta,Høylandet,0
Ørsta,Overhalla,0
Ørsta,Flatanger,0
Ørsta,Nærøy,0
Ørsta,Leka,0
Ørsta,Inderøy,0
Ørsta,Indre_Fosen,0
Stranda,Halden,0
Stranda,Moss,1
Stranda,Sarpsborg,1
Stranda,Fredrikstad,1
Stranda,Hvaler,0
Stranda,Aremark,0
Stranda,Marker,0
Stranda,Skiptvet,0
Stranda,Rakkestad,0
Stranda,Råde,0
Stranda,Vestby,0
Stranda,Ski,0
Stranda,Ås,1
Stranda,Frogn,0
Stranda,Nesodden,0
Stranda,Bærum,0
Stranda,Asker,0
Stranda,Aurskog-Høland,0
Stranda,Rælingen,0
Stranda,Enebakk,0
Stranda,Lørenskog,0
Stranda,Nittedal,0
Stranda,Gjerdrum,0
Stranda,Ullensaker,0
Stranda,Eidsvoll,1
Stranda,Nannestad,0
Stranda,Hurdal,0
Stranda,Oslo,0
Stranda,Kongsvinger,0
Stranda,Hamar,0
Stranda,Ringsaker,0
Stranda,Løten,0
Stranda,Stange,0
Stranda,Nord-odal,0
Stranda,Sør-odal,0
Stranda,Eidskog,0
Stranda,Grue,0
Stranda,Åsnes,0
Stranda,Elverum,0
Stranda,Trysil,0
Stranda,Åmot,0
Stranda,Stor-Elvdal,0
Stranda,Rendalen,0
Stranda,Engerdal,0
Stranda,Tolga,0
Stranda,Tynset,0
Stranda,Alvdal,0
Stranda,Folldal,0
Stranda,Lillehammer,1
Stranda,Gjøvik,2
Stranda,Dovre,0
Stranda,Lesja,0
Stranda,Skjåk,0
Stranda,Lom,0
Stranda,Vågå,0
Stranda,Nord-Fron,0
Stranda,Sel,1
Stranda,Sør-Fron,1
Stranda,Ringebu,0
Stranda,Øyer,0
Stranda,Gausdal,0
Stranda,Østre_Toten,2
Stranda,Vestre_Toten,0
Stranda,Jevnaker,0
Stranda,Lunner,0
Stranda,Gran,0
Stranda,Søndre_Land,0
Stranda,Nordre_Land,0
Stranda,Sør-Aurdal,0
Stranda,Etnedal,0
Stranda,Nord-Aurdal,0
Stranda,Vestre_Slidre,0
Stranda,Øystre_Slidre,0
Stranda,Vang,0
Stranda,Drammen,0
Stranda,Kongsberg,0
Stranda,Ringerike,0
Stranda,Hole,0
Stranda,Flå,0
Stranda,Gol,0
Stranda,Hemsedal,0
Stranda,Ål,100
Stranda,Hol,0
Stranda,Sigdal,0
Stranda,Krødsherad,0
Stranda,Modum,0
Stranda,Øvre_Eiker,0
Stranda,Lier,0
Stranda,Flesberg,0
Stranda,Rollag,0
Stranda,Nore_og_Uvdal,0
Stranda,Horten,0
Stranda,Tønsberg,0
Stranda,Sandefjord,0
Stranda,Larvik,0
Stranda,Holmestrand,0
Stranda,Re,0
Stranda,Færder,0
Stranda,Porsgrunn,0
Stranda,Skien,0
Stranda,Notodden,0
Stranda,Siljan,0
Stranda,Bamble,0
Stranda,Kragerø,0
Stranda,Drangedal,0
Stranda,Nome,0
Stranda,Tinn,0
Stranda,Hjartdal,0
Stranda,Seljord,0
Stranda,Kviteseid,0
Stranda,Nissedal,0
Stranda,Fyresdal,0
Stranda,Tokke,0
Stranda,Vinje,0
Stranda,Risør,0
Stranda,Grimstad,0
Stranda,Arendal,0
Stranda,Gjerstad,0
Stranda,Vegårshei,0
Stranda,Tvedestrand,0
Stranda,Froland,0
Stranda,Lillesand,0
Stranda,Birkenes,0
Stranda,Åmli,0
Stranda,Iveland,0
Stranda,Evje_og_Hornnes,0
Stranda,Bygland,0
Stranda,Valle,0
Stranda,Bykle,0
Stranda,Kristiansand,0
Stranda,Farsund,0
Stranda,Flekkefjord,0
Stranda,Vennesla,0
Stranda,Åseral,0
Stranda,Lindesnes,0
Stranda,Lyngdal,0
Stranda,Hægebostad,0
Stranda,Kvinesdal,0
Stranda,Sirdal,0
Stranda,Eigersund,0
Stranda,Sandnes,0
Stranda,Stavanger,0
Stranda,Haugesund,0
Stranda,Sokndal,0
Stranda,Lund,0
Stranda,Bjerkreim,0
Stranda,Hå,0
Stranda,Klepp,0
Stranda,Time,0
Stranda,Gjesdal,0
Stranda,Sola,0
Stranda,Randaberg,0
Stranda,Strand,0
Stranda,Hjelmeland,0
Stranda,Suldal,0
Stranda,Sauda,0
Stranda,Kvitsøy,0
Stranda,Bokn,0
Stranda,Tysvær,0
Stranda,Karmøy,0
Stranda,Utsira,0
Stranda,Vindafjord,0
Stranda,Bergen,0
Stranda,Etne,0
Stranda,Sveio,0
Stranda,Bømlo,0
Stranda,Stord,20
Stranda,Fitjar,0
Stranda,Tysnes,0
Stranda,Kvinnherad,1
Stranda,Ullensvang,0
Stranda,Eidfjord,0
Stranda,Ulvik,0
Stranda,Voss,0
Stranda,Kvam,1
Stranda,Samnanger,0
Stranda,Austevoll,0
Stranda,Sund,0
Stranda,Fjell,0
Stranda,Askøy,0
Stranda,Vaksdal,0
Stranda,Modalen,0
Stranda,Osterøy,0
Stranda,Meland,0
Stranda,Øygarden,0
Stranda,Austrheim,0
Stranda,Fedje,0
Stranda,Masfjorden,0
Stranda,Gulen,0
Stranda,Solund,0
Stranda,Hyllestad,0
Stranda,Høyanger,0
Stranda,Vik,0
Stranda,Sogndal,0
Stranda,Aurland,0
Stranda,Lærdal,0
Stranda,Årdal,0
Stranda,Luster,0
Stranda,Askvoll,0
Stranda,Fjaler,0
Stranda,Bremanger,1
Stranda,Eid,15
Stranda,Gloppen,0
Stranda,Stryn,9
Stranda,Molde,3
Stranda,Ålesund,100
Stranda,Kristiansund,0
Stranda,Vanylven,3
Stranda,Sande,2
Stranda,Herøy,3
Stranda,Ulstein,6
Stranda,Hareid,8
Stranda,Volda,11
Stranda,Ørsta,8
Stranda,Stranda,0
Stranda,Sykkylven,139
Stranda,Sula,27
Stranda,Giske,11
Stranda,Vestnes,5
Stranda,Rauma,3
Stranda,Aukra,0
Stranda,Averøy,1
Stranda,Gjemnes,2
Stranda,Tingvoll,0
Stranda,Sunndal,1
Stranda,Surnadal,1
Stranda,Smøla,0
Stranda,Aure,1
Stranda,Bodø,0
Stranda,Bindal,0
Stranda,Sømna,0
Stranda,Brønnøy,0
Stranda,Vega,0
Stranda,Vevelstad,0
Stranda,Leirfjord,0
Stranda,Vefsn,0
Stranda,Grane,0
Stranda,Hattfjelldal,0
Stranda,Dønna,0
Stranda,Nesna,0
Stranda,Hemnes,0
Stranda,Rana,0
Stranda,Lurøy,0
Stranda,Træna,0
Stranda,Rødøy,0
Stranda,Meløy,0
Stranda,Gildeskål,0
Stranda,Beiarn,0
Stranda,Saltdal,0
Stranda,Fauske,0
Stranda,Sørfold,0
Stranda,Steigen,0
Stranda,Lødingen,0
Stranda,Tjeldsund,0
Stranda,Evenes,0
Stranda,Røst,0
Stranda,Værøy,0
Stranda,Flakstad,0
Stranda,Vestvågøy,0
Stranda,Vågan,0
Stranda,Hadsel,0
Stranda,Bø,0
Stranda,Øksnes,0
Stranda,Sortland,0
Stranda,Andøy,0
Stranda,Moskenes,0
Stranda,Tromsø,0
Stranda,Harstad,0
Stranda,Kvæfjord,0
Stranda,Ibestad,0
Stranda,Gratangen,0
Stranda,Lavangen,0
Stranda,Bardu,0
Stranda,Salangen,0
Stranda,Målselv,0
Stranda,Sørreisa,0
Stranda,Dyrøy,0
Stranda,Berg,0
Stranda,Balsfjord,0
Stranda,Karlsøy,0
Stranda,Lyngen,0
Stranda,Storfjord,0
Stranda,Kåfjord,0
Stranda,Skjervøy,0
Stranda,Nordreisa,0
Stranda,Kvænangen,0
Stranda,Vardø,0
Stranda,Vadsø,0
Stranda,Hammerfest,0
Stranda,Kautokeino,0
Stranda,Alta,0
Stranda,Loppa,0
Stranda,Hasvik,0
Stranda,Måsøy,0
Stranda,Nordkapp,0
Stranda,Porsanger,0
Stranda,Karasjok,0
Stranda,Lebesby,0
Stranda,Gamvik,0
Stranda,Berlevåg,0
Stranda,Tana,0
Stranda,Nesseby,0
Stranda,Båtsfjord,0
Stranda,Sør-varanger,0
Stranda,Trondheim,6
Stranda,Namsos,0
Stranda,Hemne,0
Stranda,Frøya,0
Stranda,Ørland,0
Stranda,Åfjord,0
Stranda,Osen,0
Stranda,Oppdal,0
Stranda,Rennebu,0
Stranda,Røros,0
Stranda,Holtålen,0
Stranda,Midtre_Gauldal,0
Stranda,Melhus,2
Stranda,Skaun,1
Stranda,Malvik,0
Stranda,Selbu,0
Stranda,Tydal,0
Stranda,Meråker,0
Stranda,Stjørdal,0
Stranda,Frosta,0
Stranda,Levanger,0
Stranda,Verdal,0
Stranda,Snåsa,0
Stranda,Lierne,0
Stranda,Røyrvik,0
Stranda,Namsskogan,0
Stranda,Grong,0
Stranda,Høylandet,0
Stranda,Overhalla,0
Stranda,Flatanger,0
Stranda,Nærøy,0
Stranda,Leka,0
Stranda,Inderøy,0
Stranda,Indre_Fosen,0
Sykkylven,Halden,0
Sykkylven,Moss,2
Sykkylven,Sarpsborg,0
Sykkylven,Fredrikstad,0
Sykkylven,Hvaler,0
Sykkylven,Aremark,0
Sykkylven,Marker,0
Sykkylven,Skiptvet,0
Sykkylven,Rakkestad,0
Sykkylven,Råde,0
Sykkylven,Vestby,0
Sykkylven,Ski,2
Sykkylven,Ås,3
Sykkylven,Frogn,0
Sykkylven,Nesodden,0
Sykkylven,Bærum,3
Sykkylven,Asker,1
Sykkylven,Aurskog-Høland,0
Sykkylven,Rælingen,0
Sykkylven,Enebakk,0
Sykkylven,Lørenskog,3
Sykkylven,Nittedal,0
Sykkylven,Gjerdrum,1
Sykkylven,Ullensaker,2
Sykkylven,Eidsvoll,0
Sykkylven,Nannestad,1
Sykkylven,Hurdal,0
Sykkylven,Oslo,16
Sykkylven,Kongsvinger,1
Sykkylven,Hamar,1
Sykkylven,Ringsaker,1
Sykkylven,Løten,0
Sykkylven,Stange,0
Sykkylven,Nord-odal,0
Sykkylven,Sør-odal,0
Sykkylven,Eidskog,0
Sykkylven,Grue,0
Sykkylven,Åsnes,0
Sykkylven,Elverum,0
Sykkylven,Trysil,0
Sykkylven,Åmot,0
Sykkylven,Stor-Elvdal,0
Sykkylven,Rendalen,0
Sykkylven,Engerdal,0
Sykkylven,Tolga,0
Sykkylven,Tynset,0
Sykkylven,Alvdal,0
Sykkylven,Folldal,0
Sykkylven,Lillehammer,0
Sykkylven,Gjøvik,1
Sykkylven,Dovre,0
Sykkylven,Lesja,0
Sykkylven,Skjåk,0
Sykkylven,Lom,0
Sykkylven,Vågå,0
Sykkylven,Nord-Fron,1
Sykkylven,Sel,0
Sykkylven,Sør-Fron,1
Sykkylven,Ringebu,0
Sykkylven,Øyer,0
Sykkylven,Gausdal,0
Sykkylven,Østre_Toten,0
Sykkylven,Vestre_Toten,0
Sykkylven,Jevnaker,0
Sykkylven,Lunner,0
Sykkylven,Gran,0
Sykkylven,Søndre_Land,0
Sykkylven,Nordre_Land,0
Sykkylven,Sør-Aurdal,0
Sykkylven,Etnedal,0
Sykkylven,Nord-Aurdal,0
Sykkylven,Vestre_Slidre,0
Sykkylven,Øystre_Slidre,0
Sykkylven,Vang,0
Sykkylven,Drammen,2
Sykkylven,Kongsberg,1
Sykkylven,Ringerike,0
Sykkylven,Hole,1
Sykkylven,Flå,0
Sykkylven,Gol,0
Sykkylven,Hemsedal,0
Sykkylven,Ål,198
Sykkylven,Hol,1
Sykkylven,Sigdal,0
Sykkylven,Krødsherad,0
Sykkylven,Modum,0
Sykkylven,Øvre_Eiker,0
Sykkylven,Lier,3
Sykkylven,Flesberg,0
Sykkylven,Rollag,0
Sykkylven,Nore_og_Uvdal,0
Sykkylven,Horten,1
Sykkylven,Tønsberg,1
Sykkylven,Sandefjord,1
Sykkylven,Larvik,1
Sykkylven,Holmestrand,0
Sykkylven,Re,23
Sykkylven,Færder,0
Sykkylven,Porsgrunn,0
Sykkylven,Skien,1
Sykkylven,Notodden,0
Sykkylven,Siljan,0
Sykkylven,Bamble,0
Sykkylven,Kragerø,0
Sykkylven,Drangedal,0
Sykkylven,Nome,0
Sykkylven,Tinn,0
Sykkylven,Hjartdal,0
Sykkylven,Seljord,0
Sykkylven,Kviteseid,0
Sykkylven,Nissedal,0
Sykkylven,Fyresdal,0
Sykkylven,Tokke,0
Sykkylven,Vinje,0
Sykkylven,Risør,1
Sykkylven,Grimstad,0
Sykkylven,Arendal,0
Sykkylven,Gjerstad,0
Sykkylven,Vegårshei,0
Sykkylven,Tvedestrand,0
Sykkylven,Froland,0
Sykkylven,Lillesand,0
Sykkylven,Birkenes,0
Sykkylven,Åmli,0
Sykkylven,Iveland,0
Sykkylven,Evje_og_Hornnes,0
Sykkylven,Bygland,0
Sykkylven,Valle,0
Sykkylven,Bykle,0
Sykkylven,Kristiansand,2
Sykkylven,Farsund,0
Sykkylven,Flekkefjord,0
Sykkylven,Vennesla,0
Sykkylven,Åseral,2
Sykkylven,Lindesnes,0
Sykkylven,Lyngdal,0
Sykkylven,Hægebostad,0
Sykkylven,Kvinesdal,0
Sykkylven,Sirdal,0
Sykkylven,Eigersund,0
Sykkylven,Sandnes,1
Sykkylven,Stavanger,0
Sykkylven,Haugesund,0
Sykkylven,Sokndal,0
Sykkylven,Lund,0
Sykkylven,Bjerkreim,0
Sykkylven,Hå,0
Sykkylven,Klepp,0
Sykkylven,Time,0
Sykkylven,Gjesdal,0
Sykkylven,Sola,2
Sykkylven,Randaberg,0
Sykkylven,Strand,86
Sykkylven,Hjelmeland,0
Sykkylven,Suldal,0
Sykkylven,Sauda,0
Sykkylven,Kvitsøy,0
Sykkylven,Bokn,0
Sykkylven,Tysvær,2
Sykkylven,Karmøy,0
Sykkylven,Utsira,0
Sykkylven,Vindafjord,0
Sykkylven,Bergen,2
Sykkylven,Etne,0
Sykkylven,Sveio,0
Sykkylven,Bømlo,0
Sykkylven,Stord,4
Sykkylven,Fitjar,0
Sykkylven,Tysnes,0
Sykkylven,Kvinnherad,0
Sykkylven,Ullensvang,0
Sykkylven,Eidfjord,0
Sykkylven,Ulvik,0
Sykkylven,Voss,0
Sykkylven,Kvam,0
Sykkylven,Samnanger,0
Sykkylven,Austevoll,0
Sykkylven,Sund,199
Sykkylven,Fjell,0
Sykkylven,Askøy,0
Sykkylven,Vaksdal,0
Sykkylven,Modalen,0
Sykkylven,Osterøy,0
Sykkylven,Meland,0
Sykkylven,Øygarden,0
Sykkylven,Austrheim,0
Sykkylven,Fedje,0
Sykkylven,Masfjorden,0
Sykkylven,Gulen,0
Sykkylven,Solund,0
Sykkylven,Hyllestad,0
Sykkylven,Høyanger,0
Sykkylven,Vik,4
Sykkylven,Sogndal,0
Sykkylven,Aurland,0
Sykkylven,Lærdal,0
Sykkylven,Årdal,0
Sykkylven,Luster,0
Sykkylven,Askvoll,0
Sykkylven,Fjaler,0
Sykkylven,Bremanger,0
Sykkylven,Eid,21
Sykkylven,Gloppen,0
Sykkylven,Stryn,3
Sykkylven,Molde,2
Sykkylven,Ålesund,198
Sykkylven,Kristiansund,1
Sykkylven,Vanylven,0
Sykkylven,Sande,1
Sykkylven,Herøy,1
Sykkylven,Ulstein,10
Sykkylven,Hareid,18
Sykkylven,Volda,5
Sykkylven,Ørsta,9
Sykkylven,Stranda,86
Sykkylven,Sykkylven,0
Sykkylven,Sula,36
Sykkylven,Giske,3
Sykkylven,Vestnes,4
Sykkylven,Rauma,2
Sykkylven,Aukra,0
Sykkylven,Averøy,0
Sykkylven,Gjemnes,0
Sykkylven,Tingvoll,1
Sykkylven,Sunndal,0
Sykkylven,Surnadal,1
Sykkylven,Smøla,0
Sykkylven,Aure,0
Sykkylven,Bodø,0
Sykkylven,Bindal,0
Sykkylven,Sømna,0
Sykkylven,Brønnøy,0
Sykkylven,Vega,0
Sykkylven,Vevelstad,0
Sykkylven,Leirfjord,0
Sykkylven,Vefsn,0
Sykkylven,Grane,0
Sykkylven,Hattfjelldal,0
Sykkylven,Dønna,0
Sykkylven,Nesna,0
Sykkylven,Hemnes,0
Sykkylven,Rana,0
Sykkylven,Lurøy,0
Sykkylven,Træna,0
Sykkylven,Rødøy,0
Sykkylven,Meløy,0
Sykkylven,Gildeskål,0
Sykkylven,Beiarn,0
Sykkylven,Saltdal,0
Sykkylven,Fauske,1
Sykkylven,Sørfold,0
Sykkylven,Steigen,0
Sykkylven,Lødingen,0
Sykkylven,Tjeldsund,0
Sykkylven,Evenes,0
Sykkylven,Røst,0
Sykkylven,Værøy,0
Sykkylven,Flakstad,1
Sykkylven,Vestvågøy,0
Sykkylven,Vågan,0
Sykkylven,Hadsel,0
Sykkylven,Bø,0
Sykkylven,Øksnes,0
Sykkylven,Sortland,0
Sykkylven,Andøy,0
Sykkylven,Moskenes,0
Sykkylven,Tromsø,0
Sykkylven,Harstad,0
Sykkylven,Kvæfjord,0
Sykkylven,Ibestad,0
Sykkylven,Gratangen,0
Sykkylven,Lavangen,0
Sykkylven,Bardu,0
Sykkylven,Salangen,0
